Ticker,Sector,Industry,Close,PE Ratio,PB Ratio,ROE,EV/EBITDA,Capital Expenditure,Working Capital,Depreciation & Amortization,SUN 10 Year,Beta,Market Risk Premium,Dividend Per Share,Dividend Yield,Dividend Time,Payout Frequency,Expected Dividend Growth,EPS CAGR 5Y (%)
MARK,Healthcare,Medical Instruments & Supplies,1130.0,13.33,5.01,0.37979999999999997,10.13,-33799999999.999996,374750000000.0,32420000000.0,0.0715,0.24,0.22,90.0,0.0797,MAY & AUG,Semi-Annual,-0.006190739999999992,-3.02
MIKA,Healthcare,Medical Care Facilities,1740.0,17.01,2.9,0.18960000000000002,10.35,-1211450000000.0,2550000000000.0,352280000000.0,0.0715,-0.1,0.22,43.0,0.024700000000000003,MAY,Annual,0.10913376000000001,3.35
PRDA,Healthcare,Diagnostics & Research,2820.0,11.77,1.07,0.0922,4.27,-83900000000.0,809010000000.0,108940000000.0,0.0715,0.04,0.22,162.68,0.057699999999999994,MAY / APR,Annual,0.03227922000000001,-18.32
SIDO,Consumer Staples,Packaged Foods,356.0,10.85,3.48,0.304,7.51,-62050000000.0,1390000000000.0,127050000000.0,0.0715,0.01,0.22,37.0,0.1039,MAY & NOV,Semi-Annual,-0.04003679999999998,-5.06
SILO,Healthcare,Medical Care Facilities,2060.0,20.59,2.41,0.1311,8.71,-1851560000000.0,-1386930000000.0,542130000000.0,0.0715,-0.06,0.22,,,MAY,,,12.81
TSPC,Industrials,Conglomerates,2750.0,8.38,1.21,0.1539,4.07,-538090000000.00006,6580000000000.0,296800000000.0,0.0715,0.13,0.22,150.0,0.0546,JUN & NOV,Semi-Annual,0.11154672,12.38
ADMF,Financials,Credit Services,8775.0,5.81,0.7,0.1376,,-75040000000.0,29690000000000.0,137830000000.0,0.0715,0.21,0.22,630.0,0.0718,MAY,Annual,0.080152,4.46
AMAG,Financials,Insurance - Property & Casualty,386.0,10.13,0.89,0.0959,8.19,,-58760000000.0,,0.0715,-0.18,0.22,40.0,0.1036,MAY,Annual,,4.92
ASDM,Financials,Insurance - Diversified,520.0,9.78,0.55,0.0537,6.42,-6670000000.0,761080000000.0,,0.0715,0.06,0.22,32.0,0.061500000000000006,JUL,Annual,0.002695739999999995,-0.05
BBCA,Financials,Banks - Regional,6225.0,13.35,2.86,0.2182,,-2438360000000.0,-1189322590000000.0,,0.0715,-0.04,0.22,336.0,0.054000000000000006,MAR & DEC,Quarterly,0.05372084000000002,13.1
BBKP,Financials,Banks - Regional,50.0,,1.17,-0.026699999999999998,,-338600000000.0,-36691650000000.0,,0.0715,0.57,0.22,,,-,,,
BBNI,Financials,Banks - Regional,3620.0,6.57,0.81,0.1245,,-2954440000000.0,-923114970000000.0,,0.0715,0.2,0.22,374.06,0.1033,MAR,Annual,0.0461646,13.66
BBRI,Financials,Banks - Regional,3300.0,8.14,1.52,0.18989999999999999,,-3805630000000.0,-1645334750000000.0,,0.0715,0.18,0.22,346.0,0.10490000000000001,MAR,Semi-Annual,0.027421559999999994,11.31
BBTN,Financials,Banks - Regional,1155.0,3.88,0.43,0.1174,,-1853420000000.0,-347809280000000.0,,0.0715,0.36,0.22,53.57,0.0464,MAR,,,6.45
BDMN,Financials,Banks - Regional,4450.0,9.42,0.7,0.0874,,-552310000000.0,-187372420000000.0,,0.0715,0.68,0.22,142.19,0.032,APR,Annual,0.06613558000000001,23.76
BFIN,Financials,Credit Services,950.0,8.83,1.28,0.1536,,-124760000000.0,16059999999999.998,143780000000.0,0.0715,0.4,0.22,70.0,0.0737,MAY & NOV,Semi-Annual,0.057077759999999984,7.31
BMRI,Financials,Banks - Regional,4200.0,6.38,1.36,0.2238,,-4817010000000.0,-1606481170000000.0,,0.0715,-0.06,0.22,476.96,0.11359999999999999,MAR,Semi-Annual,0.041738700000000024,17.3
BRIS,Financials,Banks - Regional,1580.0,9.3,1.46,0.16149999999999998,,-2187320000000.0002,-11501600000000.0,,0.0715,0.13,0.22,22.78,0.0144,MAY,Annual,0.13087959999999998,18.63
DNAR,Financials,Banks - Regional,129.0,9.94,0.56,0.058600000000000006,,-4560000000.0,-9253390000000.0,,0.0715,0.05,0.22,,,-,,,55.47
NISP,Financials,Banks - Regional,1260.0,5.6,0.66,0.1222,,-226650000000.0,-250466550000000.0,,0.0715,0.05,0.22,45.0,0.035699999999999996,APR,Annual,0.09804106,15.69
PANS,Financials,Capital Markets,1650.0,6.83,0.79,0.12140000000000001,,-10490000000.0,1450000000000.0,,0.0715,0.02,0.22,250.0,0.1515,JUL,Annual,0.04604702,2.63
BBYB,Financials,Banks - Regional,224.0,5.21,0.69,0.1407,,-24450000000.0,-9108940000000.0,,0.0715,0.9,0.22,,,-,,,
SRTG,Financials,Asset Management,1800.0,7.48,0.47,0.0634,,-26780000000.0,53330000000000.0,5280000000.0,0.0715,0.29,0.22,103.3,0.0574,MAY,Annual,0.0330631,
BKSL,Real Estate,Real Estate - Development,68.0,12.59,0.71,0.057800000000000004,12.33,-59440000000.0,2750000000000.0,26780000000.0,0.0715,-0.15,0.22,,,-,,,
BSDE,Real Estate,Real Estate - Development,595.0,6.8,0.24,0.0415,6.81,-53270000000.0,23790000000000.0,826590000000.0,0.0715,0.12,0.22,,,-,,,6.65
CTRA,Real Estate,Real Estate - Development,560.0,4.18,0.39,0.10039999999999999,3.09,-471130000000.0,14400000000000.0,535870000000.0,0.0715,0.14,0.22,36.0,0.0643,JUN,Annual,0.08270952,7.79
DMAS,Real Estate,Real Estate - Development,189.0,5.84,1.3,0.2354,4.69,-82160000000.0,5150000000000.0,45780000000.0,0.0715,0.17,0.22,29.0,0.1534,MAY / JUN,Annual,,16.89
DUTI,Real Estate,Real Estate - Development,4800.0,14.08,0.67,0.063,8.46,-5030000000.0,5580000000000.0,33460000000.0,0.0715,0.06,0.22,480.0,0.1,GA NENTU,,,-0.91
PWON,Real Estate,Real Estate - Diversified,266.0,5.82,0.48,0.1003,4.71,-297920000000.0,7620000000000.0,788350000000.0,0.0715,0.21,0.22,13.0,0.0489,JUL,Annual,0.0720154,9.9
RDTX,Real Estate,Real Estate Services,13475.0,8.42,1.02,,5.97,-21830000000.0,637940000000.0,679270000.0,0.0715,0.2,0.22,478.0,0.0355,JUN / JUL & DEC,Semi-Annual,,16.34
SMRA,Real Estate,Real Estate - Development,268.0,7.71,0.28,0.0678,6.83,-207950000000.0,1430000000000.0,400300000000.0,0.0715,0.28,0.22,5.0,0.0187,JUN,Annual,0.05091102,11.62
SSIA,Industrials,Engineering & Construction,1680.0,39.53,0.96,,13.46,-1542290000000.0,1260000000000.0,193340000000.0,0.0715,0.83,0.22,5.0,0.003,JUN,Annual,,
BUKA,Consumer Discretionary,Internet Retail,107.0,5.52,0.4,0.0782,,-17380000000.0,18870000000000.0,15830000000.0,0.0715,0.21,0.22,,,-,,,
EMTK,Communication Services,Broadcasting,464.0,12.74,0.55,0.0758,9.5,-667730000000.0,25880000000000.0,754120000000.0,0.0715,0.33,0.22,10.0,0.0216,NOV,Semi-Annual,0.036747840000000004,
GOTO,Technology,Software - Infrastructure,50.0,28813.31,1.84,-0.0116,,-313900000000.0,19260000000000.0,63300000000.0,0.0715,0.45,0.22,,,-,,,
MSTI,Technology,Information Technology Services,1350.0,7.66,1.97,0.2681,4.66,14720000000.0,2049999999999.9998,68930000000.0,0.0715,-0.29,0.22,122.0,0.0904,JUN,Semi-Annual,0.08399573,7.71
MTDL,Technology,Electronics & Computer Distribution,500.0,7.31,0.94,0.1957,6.12,-10520000000.0,5620000000000.0,32920000000.0,0.0715,0.2,0.22,24.0,0.048,MAY,Annual,,10.37
PTSN,Technology,Electronic Components,386.0,9.59,0.88,0.0956,4.24,-680460000000.0,273450000000.0,297450000000.0,0.0715,0.43,0.22,5.22,0.013500000000000002,JUN,Annual,0.07902296,Negatif/Deklinasi
WIRG,Technology,Information Technology Services,70.0,11.32,0.93,0.0755,7.24,-67099999.99999999,382270000000.0,35640000000.0,0.0715,0.69,0.22,,,-,,,22.17
CBDK,Real Estate,Real Estate Services,3680.0,8.4,1.57,0.20879999999999999,8.02,-236730000000.0,3820000000000.0,68150000000.00001,0.0715,,0.22,5.0,0.0014000000000000002,MAY,,,71.42
CDIA,Utilities,Utilities - Regulated Electric,635.0,63.93,4.06,0.0692,33.89,-3755310000000.0,11010000000000.0,,0.0715,,0.22,2.68,0.0042,MAY,Semi-Annual,0.02185336,
JKON,Industrials,Conglomerates,84.0,4.81,0.39,0.08539999999999999,2.74,-58570000000.0,1350000000000.0,39330000000.0,0.0715,0.15,0.22,2.0,0.023799999999999998,JUN,Annual,0.06912275999999999,
JSMR,Industrials,Infrastructure Operations,2800.0,5.65,0.33,0.0824,8.86,-127040000000.0,-9978900000000.0,3150000000000.0,0.0715,0.22,0.22,156.23,0.0558,MAY,Annual,0.057127920000000006,18.01
PGAS,Utilities,Utilities - Regulated Gas,1500.0,8.65,0.57,0.1009,2.76,-3357040000000.0,17750000000000.0,,0.0715,0.09,0.22,182.08,0.12140000000000001,JUN,Annual,-0.01148241999999999,0.0
PGEO,Utilities,Utilities - Renewable,1055.0,16.78,1.24,0.0751,7.37,-1687110000000.0,11930000000000.0,18650000000.0,0.0715,-0.77,0.22,53.09,0.050300000000000004,JUN,Annual,-0.05666295,Negatif/Deklinasi
POWR,Utilities,Utilities - Independent Power Producers,975.0,12.42,1.22,0.0987,5.21,-1120870000000.0,6620000000000.0,1150000000000.0,0.0715,0.07,0.22,74.99,0.07690000000000001,MAY & DEC,Semi-Annual,0.001964129999999992,Negatif/Deklinasi
NRCA,Industrials,Engineering & Construction,560.0,7.61,1.07,0.1482,4.07,-8860000000.0,1080000000000.0001,15510000000.0,0.0715,-0.15,0.22,40.0,0.07139999999999999,MAY,Annual,0.07113599999999999,29.64
ASSA,Industrials,Rental & Leasing Services,600.0,5.31,0.65,0.1816,3.39,-352840000000.0,-34270000000.000004,823540000000.0,0.0715,0.34,0.22,50.0,0.0833,JUN,Semi-Annual,0.10055192,25.07
HAIS,Industrials,Marine Shipping,184.0,6.83,0.58,0.0888,5.44,-443760000000.0,67580000000.0,71090000000.0,0.0715,0.1,0.22,15.37,0.08349999999999999,APR,Annual,0.05617488000000001,11.57
IPCC,Industrials,Integrated Freight & Logistics,1105.0,8.21,1.54,0.1912,3.82,-3030000000.0,900150000000.0,-33450000000.000004,0.0715,0.17,0.22,95.11,0.0861,JUN & DEC,Semi-Annual,0.05713056,32.57
IPCM,Industrials,Marine Shipping,290.0,8.78,1.16,0.129,3.18,-26670000000.0,637160000000.0,14320000000.0,0.0715,0.1,0.22,24.32,0.0839,JUN & DEC,Semi-Annual,0.036442499999999996,5.02
MAHA,Industrials,Trucking,150.0,6.53,1.31,0.2076,3.24,-180410000000.0,422660000000.0,70690000000.0,0.0715,0.24,0.22,12.0,0.08,MAY,Annual,0.09773808,-2.03
NELY,Industrials,Marine Shipping,200.0,,0.54,-0.0241,6.81,-70580000000.0,228100000000.0,89420000000.0,0.0715,0.2,0.22,25.0,0.125,JUN & DEC,Semi-Annual,,
SMDR,Industrials,Marine Shipping,404.0,6.53,0.46,0.1033,2.75,-1853730000000.0,7050000000000.0,727630000000.0,0.0715,0.17,0.22,12.0,0.0297,JUL,Semi-Annual,0.08215449,Negatif/Deklinasi
TEBE,Industrials,Infrastructure Operations,2080.0,21.36,2.56,0.1165,10.73,-3270000000.0,467900000000.0,58640000000.0,0.0715,0.1,0.22,156.0,0.075,-,Semi-Annual,-0.07015630000000002,-5.3
TMAS,Industrials,Marine Shipping,147.0,12.51,2.44,0.2214,7.93,-1344760000000.0,172040000000.0,313160000000.0,0.0715,-0.14,0.22,4.0,0.027200000000000002,MAY,Annual,,-1.14
TPMA,Industrials,Marine Shipping,468.0,8.08,0.65,0.08779999999999999,4.86,-994270000000.0,-33520000000.000004,467770000000.0,0.0715,0.52,0.22,42.0,0.0897,MAY,Annual,0.02301237999999999,Negatif/Deklinasi
BBRM,Industrials,Marine Shipping,122.0,8.61,1.19,0.149,6.57,-80170000000.0,365530000000.0,31180000000.0,0.0715,0.59,0.22,,,-,,,Negatif/Deklinasi
BOAT,Energy,Oil & Gas Drilling,138.0,13.03,1.13,0.0863,6.73,-98270000000.0,4050000000.0,42460000000.0,0.0715,,0.22,,,-,,,
BULL,Industrials,Marine Shipping,404.0,4.35,1.29,0.3529,4.95,-1176780000000.0,-120770000000.0,349900000000.0,0.0715,1.19,0.22,,,-,,,
DCII,Real Estate,Real Estate Services,201775.0,430.63,101.51,0.26739999999999997,282.39,-2413720000000.0,39500000000.0,307560000000.0,0.0715,0.29,0.22,,,-,,,33.64
DSSA,Energy,Thermal Coal,1025.0,41.76,3.95,0.1555,23.08,-7065350000000.0,18050000000000.0,1300000000000.0,0.0715,-1.0,0.22,,,-,,,Negatif/Deklinasi
EDGE,Technology,Information Technology Services,4790.0,159.38,5.34,0.0341,20.5,-4169590000000.0,-1853920000000.0,222640000000.0,0.0715,0.51,0.22,,,-,,,-13.54
INET,Communication Services,Telecom Services,322.0,64.8,1.95,0.024900000000000002,43.02,-485450000000.0,3060000000000.0,24370000000.0,0.0715,-0.5,0.22,0.08,0.0002,-,Annual,0.02413308,-30.8
MGLV,Consumer Discretionary,"Furnishings, Fixtures & Appliances",15025.0,,240.12,-0.25129999999999997,,-448040000.0,96740000000.0,2490000000.0,0.0715,0.92,0.22,,,-,,,
EXCL,Communication Services,Telecom Services,2420.0,,1.57,-0.1344,5.42,-13206080000000.0,-25158340000000.0,13640000000000.0,0.0715,-0.1,0.22,244.7,0.1011,MAY,Annual,,
FREN,Communication Services,Telecom Services,,,0.51,-0.0698,12.14,-1217390000000.0,-1731690000000.0,,0.0715,0.68,0.22,,,-,,,
ISAT,Communication Services,Telecom Services,2310.0,10.21,1.91,0.2024,4.9,-13386570000000.0,-13122950000000.0,9720000000000.0,0.0715,-0.27,0.22,83.8,0.0363,MAY,Annual,0.03248519999999999,-5.66
TLKM,Communication Services,Telecom Services,2500.0,14.1,1.87,0.17679999999999998,4.2,-22835000000000.0,-21426000000000.0,27890000000000.0,0.0715,0.11,0.22,223.17,0.08929999999999999,JUN,Annual,,-6.28
LINK,Communication Services,Telecom Services,1675.0,,1.76,-0.4575,5.51,-1119180000000.0,-7353180000000.0,3430000000000.0,0.0715,0.23,0.22,,,-,,,
MORA,Communication Services,Telecom Services,4900.0,194.39,12.39,0.052000000000000005,98.65,-2615190000000.0,2190000000000.0,1040000000000.0,0.0715,0.27,0.22,,,-,,,-26.82
MTEL,Communication Services,Telecom Services,492.0,19.01,1.26,,7.63,-2146239999999.9998,-6639040000000.0,2120000000000.0,0.0715,-0.13,0.22,25.65,0.0521,MAY,Annual,,1.42
TBIG,Communication Services,Telecom Services,1465.0,22.88,2.45,0.1245,10.62,-2416680000000.0,-18779900000000.0,1080000000000.0001,0.0715,-0.13,0.22,47.0,0.0321,MAY & DEC,Annual,0.08287965,-2.85
TOWR,Real Estate,Real Estate Services,414.0,6.16,0.83,0.16140000000000002,6.28,-3633400000000.0,-25183450000000.0,1990000000000.0,0.0715,-0.03,0.22,13.76,0.0332,MAY & DEC,Semi-Annual,0.12816774000000003,-0.47
GLVA,Technology,Electronics & Computer Distribution,326.0,14.06,1.1,0.08869999999999999,5.8,-20220000000.0,379690000000.0,45760000000.0,0.0715,0.61,0.22,10.0,0.030699999999999998,MAY,Annual,0.03133770999999999,-2.6
MLPT,Technology,Information Technology Services,1175.0,149.02,73.85,0.5388000000000001,88.51,-108360000000.0,80920000000.0,235930000000.0,0.0715,0.91,0.22,5.34,0.0045000000000000005,JUN,Semi-Annual,0.17392464,7.34
KETR,Technology,Communication Equipment,935.0,36.48,2.16,0.061,14.19,-62050000000.0,1010000000000.0,31080000000.0,0.0715,0.56,0.22,,,-,,,-14.88
