Ticker,Sector,Industry,Close,PE Ratio,PB Ratio,Debt / Equity Ratio,ROE,EV/EBITDA,Capital Expenditure,Working Capital,Depreciation & Amortization,SUN 10 Year,Beta,Market Risk Premium,Dividend Per Share,Dividend Yield,Dividend Time,Payout Frequency,Expected Dividend Growth,EPS CAGR 5Y (%),Altman Z-Score,Total Assets,Retained Earnings,Market Cap,Cash & Equivalents,Account Receivable,Inventory,Total Current Asset,Total Current Liabilities,Revenue,Cost of Revenue,Gross Profit,EBIT,Net Income,Total Liabilities,Long Term Liabilities,Shareholders Equity,Interest Expense,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Interest Coverage Ratio,Free Cash Flow,Trend (MA),MA200 Status,Sinyal Teknikal,RSI (14),MACD Line,MACD Signal,Flow 1D,Flow 2D,Flow 3D,Flow 4D,Flow 1W,Flow 1M,Flow 3M,Flow 6M,Flow 1M Raw
INCO,Materials,Other Industrial Metals & Mining,4710.0,18.07,0.99,0.0,0.0558,7.77,-9232940000000.0,3870000000000.0,3380000000000.0,0.0715,1.06,0.22,76.4,0.016200000000000003,MAY,,0.038568960000000006,-12.94,4.85,3383000000.0,2307000000.0,50170000000000.0,110660000.0,73580000.0,301810000.0,586820000.0,370460000.0,19790000000000.0,873550000.0,4170000000000.0,2700000000000.0,2780000000000.0,552000000.0,,2831000000.0,-5250000.0,179960000.0,-524200000.00000006,-55490000.0,28.77,-6013710000000.0,DOWNTREND,BELOW MA200,DEATH CROSS 🩸,42.34,-97.74,-82.42,-341.20 M,-1.36 B,+2.66 B,-716.79 M,+5.74 B,-10.77 B,+11.25 B,-5.91 B,-10770970000.0
INKP,Materials,Paper & Paper Products,8575.0,3.96,0.36,0.72,0.09630000000000001,4.03,-14352200000000.0,77380000000000.0,4389999999999.9995,0.0715,0.2,0.22,75.0,0.0087,JUN,Annual,0.09386361000000001,3.71,1.62,13249000000.0,4984000000.0,46910000000000.0,726900000.0,1564000000.0,497020000.0,6821000000.0,2496000000.0,59180000000000.0,2232000000.0,19250000000000.0,13050000000000.0,11840000000000.0,6057000000.0,3277000000.0,7193000000.0,-304500000.0,796330000.0,-2356000000.0,385640000.0,2.4,-106730000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,45.85,35.67,118.25,0,-160.64 M,-792.41 M,-314.88 M,-692.94 M,+1.13 B,+9.43 B,-32.80 B,1132052500.0
INTP,Materials,Building Materials,5175.0,7.4,0.78,0.12,0.1069,4.53,-978940000000.0,3140000000000.0,894660000000.0,0.0715,0.28,0.22,468.0,0.0904,MAY,Annual,0.03682705,7.83,3.41,30231555000000.0,21317825000000.0,17239999999999.998,3911459000000.0,3035792000000.0,2504001000000.0,9876727000000.0,6741612000000.0,18150000000000.0,12212391000000.0,5940000000000.0,2080000000000.0,2340000000000.0,8122890000000.0,,22108665000000.0,-179489000000.0,3681716000000.0,-615453000000.0,-2634978000000.0,11.58,2700000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,45.01,-10.17,33.17,-27.28 M,+6.51 M,-323.74 M,-276.87 M,-276.87 M,-1.23 B,+3.09 B,-1.55 B,-1226627500.0
ISSP,Materials,Steel,404.0,5.07,0.49,0.62,0.10289999999999999,5.67,-626880000000.0,3250000000000.0,172800000000.0,0.0715,0.28,0.22,20.0,0.0495,JUL,Annual,0.08221709999999999,2.97,2.03,10451274000000.0,3136916000000.0,2840000000000.0,680732000000.0,977021000000.0,4407785000000.0,6354772000000.0,3103381000000.0,6160000000000.0,4985734000000.0,1170000000000.0,824230000000.0,561430000000.0,4684719000000.0,1248260000000.0,5766555000000.0,-145988000000.0,-588056000000.0,-642965000000.0,1101490000000.0,5.65,-1214940000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,33.61,-3.9,1.94,0,-60.36 M,-72.85 M,-157.30 M,-191.71 M,-35.44 M,+15.10 M,-396.08 M,-35436000.0
MBMA,Materials,Other Industrial Metals & Mining,510.0,53.4,1.37,0.46,0.0735,13.19,-2991940000000.0,6820000000000.0,2310000000000.0,0.0715,0.56,0.22,,,-,,,Negatif/Deklinasi,2.12,3968000000.0,109550000.0,56700000000000.0,349800000.0,265339999.99999997,283480000.0,1076000000.0,673810000.0,25830000000000.0,1251000000.0,4620000000000.0,3940000000000.0,1070000000000.0001,1528000000.0,726150000.0,2441000000.0,-33840000.0,-104830000.0,-236040000.0,174500000.0,6.87,-4768920000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,45.99,-3.82,-2.2,-634.94 M,-2.59 B,+3.33 B,+5.80 B,+6.23 B,+9.20 B,+35.64 B,-7.30 B,9202374600.0
MDKA,Materials,Other Industrial Metals & Mining,2840.0,,1.35,0.77,0.044800000000000006,15.08,-8455000000000.0,6830000000000.0,4190000000000.0005,0.0715,0.94,0.22,12.29,0.0043,-,,,,1.35,6027000000.0,201760000.0,70080000000000.0,544780000.0,292540000.0,496000000.0,1609000000.0,1206000000.0,34119999999999.996,1637000000.0,6380000000000.0,5050000000000.0,-14740000000.0,2972000000.0,1558000000.0,3055000000.0,-130759999.99999999,365520000.0,-600820000.0,452550000.0,2.28,-2259040000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,45.3,-1.84,20.15,-493.62 M,-1.31 B,-194.54 M,+323.24 M,+1.98 B,+9.80 B,+30.87 B,+19.62 B,9795987000.0
MINE,Materials,Other Industrial Metals & Mining,298.0,6.5,1.26,0.61,0.2027,1.67,-143690000000.0,397490000000.0,349070000000.0,0.0715,,0.22,14.75,0.0495,-,,0.13672115,-34.53,3.48,1921187000000.0,497306000000.0,1230000000000.0,376477000000.0,280562000000.0,97202000000.0,1052198000000.0,654713000000.0,2430000000000.0,2050487000000.0,382320000000.0,269490000000.0,185110000000.0,946072000000.0,153404000000.0,975115000000.0,-71679000000.0,643887000000.0,-138517000000.0,-314431000000.0,3.76,500200000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,68.89,17.32,15.89,-4.51 M,-10.44 M,-10.44 M,+7.45 M,-8.16 M,+888.80 M,+1.04 B,+882.02 M,888804000.0
NCKL,Materials,Other Industrial Metals & Mining,915.0,5.49,1.11,0.17,0.2602,4.64,-878470000000.0,7300000000000.0,1940000000000.0,0.0715,0.91,0.22,42.64,0.0466,JUN,Annual,0.2134941,36.49,3.64,70985378000000.0,22257724000000.0,58580000000000.0,4885730000000.0,3982114000000.0,8581214000000.0,17833412000000.0,10534090000000.0,32630000000000.004,23461829000000.0,9170000000000.0,7910000000000.0,10660000000000.0,18142045000000.0,6656284000000.0,52843333000000.0,-599305000000.0,5174942000000.0,-512922000000.0,-4486978000000.0,13.19,4300000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,46.01,-0.42,5.9,-160.21 M,+87.75 M,-707.09 M,-60.52 M,+155.29 M,-975.40 M,+8.91 B,-29.99 B,-975398000.0
NICL,Materials,Other Industrial Metals & Mining,432.0,44.07,5.71,0.0,0.1219,26.2,-5480000000.0,207830000000.0,11710000000.0,0.0715,0.42,0.22,21.0,0.048600000000000004,MAY / JUN & AUG & NOV /DEC,Semi-Annual,-0.12984787999999997,14.1,52.68,962049000000.0,185031000000.0,4760000000000.0,245103000000.0,3318000000.0,20513000000.0,312900000000.0,105072000000.0,890840000000.0,605964000000.0,284880000000.0,157100000000.0,108130000000.0,127825000000.0,,834225000000.0,-189970000.0,197591000000.0,-83071000000.0,-227978000000.0,827.01,192110000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,30.64,-12.31,-7.11,-291.07 M,-397.37 M,-495.03 M,-404.36 M,-601.26 M,-1.54 B,-80.79 M,+7.00 B,-1537550100.0
PBID,Consumer Discretionary,Packaging & Containers,525.0,6.38,1.33,0.07,0.21760000000000002,4.59,-58620000000.0,1580000000000.0,60740000000.0,0.0715,-0.11,0.22,53.0,0.10099999999999999,MAY / JUN,Annual,0.07753088,8.33,6.55,3686512000000.0,1876199000000.0,3940000000000.0,183644000000.0,464607000000.0,1346173000000.0,2139806000000.0,564005000000.0,5760000000000.0,4509201000000.0,1250000000000.0,789340000000.0,617540000000.0,725770000000.0,,2960742000000.0,-10287000000.0,583986000000.0,-124656000000.0,-398991000000.0,76.73,525360000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,49.4,0.51,1.63,0,0,0,0,0,-29.13 M,+401.72 M,+152.08 M,-29133500.0
PSAB,Materials,Gold,520.0,4.11,1.83,0.15,0.48460000000000003,4.46,-925780000000.0,2950000000000.0,2730000000000.0,0.0715,0.61,0.22,105.0,0.20190000000000002,JUN/JUL,Quarterly,0.09706538000000002,,3.65,636870000.0,198140000.0,14290000000000.0,17060000.0,1140000.0,75770000.0,319480000.0,154300000.0,5530000000000.0,85430000.0,4000000000000.0,-127220000000.0,3480000000000.0,201360000.0,10600000.0,435510000.0,-11780000.0,104110000.0,282050000.0,-407890000.0,-0.6,936670000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,39.25,3.24,13.96,-743.74 M,-1.89 B,-2.19 B,-1.57 B,-2.46 B,-8.97 B,+60.18 B,+74.75 B,-8973356000.0
SAMF,Materials,Agricultural Inputs,310.0,11.59,1.67,0.79,0.17079999999999998,9.29,-38190000000.0,1140000000000.0,47460000000.0,0.0715,0.07,0.22,19.0,0.0613,JUN,Annual,0.06165879999999999,10.65,2.72,4461386000000.0,1057210000000.0,3180000000000.0,150557000000.0,1624663000000.0,1605408000000.0,3603106000000.0,2459078000000.0,4389999999999.9995,3471986000000.0,917540000000.0,446880000000.0,274200000000.0,2557836000000.0,69491000000.0,1903550000000.0,-74434000000.0,-143673000000.0,-37158000000.0,213235000000.0,6.0,-181860000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,53.62,6.15,8.16,0,-213400,-498200,-194200,-483800,+31.14 M,+97.37 M,+91.94 M,31136400.0
SMGR,Materials,Building Materials,1580.0,27.78,0.22,0.17,0.0073,4.54,-1309960000000.0,841440000000.0,2600000000000.0,0.0715,0.08,0.22,96.22,0.060899999999999996,MAY,Annual,0.0036251799999999995,-30.4,1.6,74620987000000.0,34717045000000.0,10510000000000.0,3637157000000.0,5531859000000.0,4801123000000.0,16322710000000.0,15481275000000.0,37280000000000.0,29693318000000.0,7590000000000.0,1290000000000.0,379130000000.0,26741629000000.0,4174770000000.0,47879358000000.0,-711163000000.0,4721609000000.0,-1331838000000.0,-3837996000000.0,1.81,3410000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,46.67,3.71,23.74,+203.69 M,+291.60 M,-1.55 B,-1.04 B,-1.04 B,+31.35 B,+31.70 B,+11.91 B,31347145500.0
SRSN,Materials,Chemicals,128.0,5.99,0.85,0.02,0.1527,3.99,-32369999999.999996,487020000000.0,16610000000.0,0.0715,0.09,0.22,1.0,0.0078000000000000005,JUN / JUL,Annual,0.14459163,36.24,4.5,1012745000000.0,408546000000.0,746480000000.0,31984000000.0,233178000000.0,318449000000.0,596321000000.0,109297000000.0,1200000000000.0,851499000000.0,346680000000.0,163230000000.0,124640000000.0,137480000000.0,,875265000000.0,-10341000000.0,319990000000.0,-32372000000.0,-260210000000.0,15.78,287620000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,72.98,12.06,9.67,+3.22 B,+1.34 B,+21.23 B,+33.65 B,+32.60 B,+58.93 B,+60.52 B,+66.80 B,58927811600.0
TINS,Materials,Other Industrial Metals & Mining,4720.0,9.79,3.46,0.12,0.4179,5.84,-289150000000.0,5910000000000.0,744230000000.0,0.0715,0.89,0.22,88.0,0.018600000000000002,JUN,,0.36470133,,5.42,16448966000000.0,9959836000000.0,36490000000000.0,4483933000000.0,1583522000000.0,2965133000000.0,9568973000000.0,3656468000000.0,17750000000000.0,11565906000000.0,6190000000000.0,4910000000000.0,3730000000000.0,5901361000000.0,539653000000.0,10547605000000.0,-95002000000.0,3816688000000.0,-307658000000.0,-887415000000.0,51.65,3530000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,64.49,234.91,223.83,-6.09 B,+3.38 B,+4.86 B,+5.38 B,+3.11 B,+55.19 B,+124.64 B,+89.32 B,55190319000.0
TKIM,Materials,Paper & Paper Products,7475.0,2.97,0.41,0.23,0.1471,3.79,-1960190000000.0,3060000000000.0,892870000000.0,0.0715,0.3,0.22,30.0,0.004,JUN,Annual,0.14549661,11.84,2.02,4179000000.0,2498000000.0,23350000000000.0,69970000.0,104200000.0,257820000.0,655450000.0,484380000.0,18300000000000.0,868120000.0,2770000000000.0,1170000000000.0,7870000000000.0,970380000.0,427110000.0,3208000000.0,-38420000.0,-46650000.0,-63600000.0,-52300000.0,1.7,-2794670000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,42.37,29.43,160.9,-17.18 M,-86.97 M,-418.62 M,-534.47 M,-1.11 B,-1.93 B,+11.91 B,-21.25 B,-1929637500.0
TPIA,Materials,Specialty Chemicals,1830.0,80.78,1.83,1.19,0.0392,26.27,-14996330000000.0,70010000000000.01,4540000000000.0,0.0715,-0.14,0.22,5.69,0.0031,JUN,Semi-Annual,0.011332719999999996,,3.63,13766000000.0,1993000000.0,162550000000000.0,2921000000.0,844430000.0,2238000000.0,6928000000.0,3014000000.0,169150000000000.0,8640000000.0,14580000000000.0,3060000000000.0,2009999999999.9998,8802000000.0,4774000000.0,4964000000.0,-539980000.0,477830000.0,-2003000000.0,1762000000.0,0.32,-6448380000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,38.67,-50.76,-45.03,-3.73 B,+4.43 B,+4.87 B,+5.27 B,+4.60 B,-29.21 B,+181.24 B,-341.50 B,-29214652500.0
BLES,Materials,Building Materials,193.0,7.7,1.37,0.43,0.19440000000000002,4.3,-169320000000.0,46960000000.0,158240000000.0,0.0715,-0.39,0.22,1.89,0.0098,JUN / JUL,,,14.91,2.57,2133307000000.0,443541000000.0,1720000000000.0,162206000000.0,171245000000.0,102673000000.0,459871000000.0,412913000000.0,1720000000000.0,1153410000000.0,561770000000.0,318810000000.0,222940000000.0,882232000000.0,403169000000.0,1251075000000.0,-45086000000.0,396492000000.0,-164722000000.0,-68177000000.0,7.07,227170000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,45.64,0.61,2.8,0,-22.48 M,-22.48 M,-47.31 M,-170.96 M,-63.25 M,+2.36 B,+2.78 B,-63250300.0
DGWG,Materials,Agricultural Inputs,320.0,7.08,1.65,1.05,0.2576,5.34,-52060000000.0,383820000000.0,26340000000.0,0.0715,,0.22,13.0,0.0401,-,Semi-Annual,0.15592527999999997,-5.21,2.09,4453496000000.0,298330000000.0,1910000000000.0,155624000000.0,1096841000000.0,2085793000000.0,3538101000000.0,3154282000000.0,4890000000000.0,3624560000000.0,1260000000000.0,509870000000.0,266410000000.00003,3297072000000.0,56145000000.0,1156424000000.0,-103173000000.0,33641000000.0,-48799000000.0,92380000000.0,4.94,-18420000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,42.0,0.27,4.07,-22.50 M,-62.07 M,-62.07 M,-13.72 M,-54.97 M,-17.20 M,+1.20 B,+955.37 M,-17196600.0
FPNI,Materials,Specialty Chemicals,535.0,10.15,1.51,0.0,0.1611,8.8,-55530000000.0,620440000000.0,132289999999.99998,0.0715,-0.04,0.22,,,-,,,,2.76,181460000.0,-98800000.0,3010000000000.0,28960000.0,12650000.0,48070000.0,99990000.0,65310000.0,6150000000000.0,326410000.0,314040000000.0,134289999999.99998,296220000000.0,70390000.0,,111070000.0,-70000.0,24880000.0,-10340000.0,-500000.0,107.24,389460000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,49.77,12.07,24.23,-24.27 M,-3.05 B,+1.97 B,+2.01 B,+1.97 B,+4.39 B,+18.29 B,+20.74 B,4386869000.0
PART,Consumer Discretionary,Auto Parts,108.0,9.46,1.52,0.9,0.1724,7.96,-82630000000.0,70290000000.0,12560000000.0,0.0715,0.82,0.22,1.71,0.0158,-,Annual,0.14633312,,2.81,399812000000.0,67108000000.0,298770000000.0,3517000000.0,44974000000.0,49977000000.0,135328000000.0,65036000000.0,405030000000.0,331459000000.0,73580000000.0,45510000000.0,30750000000.0,203479000000.0,131058000000.0,196333000000.0,-14035000000.0,21144000000.0,-82630000000.0,63560000000.0,3.24,-61490000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,52.49,0.62,0.68,+10.47 M,-41.63 M,-60.56 M,+11.31 M,+1.83 B,+2.04 B,+2.58 B,+3.96 B,2042826100.0
SMGA,Materials,Other Industrial Metals & Mining,86.0,13.65,1.83,0.34,0.1216,10.06,-11650000.0,308070000000.0,13930000000.0,0.0715,0.7,0.22,,,-,,,33.6,3.08,1221150000000.0,105292000000.0,752500000000.0,20964000000.0,349818000000.0,,1103694000000.0,795619000000.0,2240000000000.0,2132894000000.0,110960000000.0,69490000000.0,54080000000.0,808919000000.0,9943000000.0,412232000000.0,-4020000000.0,23851000000.0,-11650000.0,-13740000000.0,17.29,23840000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,57.23,2.27,3.05,0,0,0,-4.94 M,-336300,+526.59 M,+1.98 B,+2.47 B,526594300.0
ABMM,Energy,Thermal Coal,2720.0,5.13,0.47,1.03,0.0949,3.69,-1483920000000.0,1210000000000.0,2000000000000.0,0.0715,-0.61,0.22,153.0,0.056299999999999996,MAY,Annual,0.07702084,-9.71,1.37,2057000000.0,716370000.0,7540000000000.0,214180000.0,246380000.0,40640000.0,558050000.0,490370000.0,18560000000000.0,925500000.0,2000000000000.0,1110000000000.0,1470000000000.0,1162000000.0,598920000.0,894680000.0,-69540000.0,270270000.0,-38820000.0,-162650000.0,0.89,3350000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,45.88,27.07,51.34,-5.77 M,-11.72 M,-24.26 M,-32.85 M,-54.11 M,-34.36 M,+127.32 M,-1.67 B,-34357000.0
ASII,Industrials,Conglomerates,4800.0,6.51,0.66,0.41,0.1198,5.16,-13556000000000.0,29150000000000.0,16040000000000.0,0.0715,-0.08,0.22,390.0,0.08130000000000001,MAY & OCT,Semi-Annual,0.056857080000000004,8.23,2.14,514517000000000.0,219756000000000.0,192410000000000.0,46150000000000.0,28469000000000.0,36266000000000.0,185300000000000.0,156151000000000.0,318450000000000.0,235200000000000.0,60470000000000.0,34880000000000.004,29790000000000.0,224673000000000.0,43622000000000.0,289844000000000.0,-3694000000000.0,37806000000000.0,-25077000000000.0,-20543000000000.0,9.44,24250000000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,44.56,-13.45,-5.97,-331.29 M,-331.29 M,-5.41 B,-4.37 B,-5.78 B,+11.55 B,+7.23 B,-132.57 B,11552371000.0
HEXA,Industrials,Industrial Distribution,4070.0,13.68,1.13,0.52,0.0805,8.36,-42000000000.0,2540000000000.0,115510000000.0,0.0715,0.05,0.22,459.24,0.1128,SEP / OCT,Annual,-0.044500399999999996,-22.16,2.89,409750000.0,139650000.0,3430000000000.0,17400000.0,107230000.0,232590000.0,360950000.0,219080000.0,9050000000000.0,421710000.0,1500000000000.0,394190000000.0,250490000000.0,239830000.0,,169920000.0,-6350000.0,102690000.0,-2450000.0,-108010000.0,3.47,1800000000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,19.95,-74.69,-26.9,-13.49 M,-40.17 M,-110.02 M,-1.14 B,-1.29 B,-1.18 B,-1.38 B,-1.29 B,-1175127000.0
JTPE,Industrials,Specialty Business Services,585.0,11.6,2.94,0.12,0.2786,6.11,-142920000000.0,573230000000.0,52050000000.0,0.0715,-0.11,0.22,24.0,0.040999999999999995,JUN & NOV,Annual,0.017245339999999987,30.88,3.81,2749308000000.0,958482000000.0,4040000000000.0,670460000000.0,178726000000.0,861541000000.0,1892905000000.0,1319675000000.0,2790000000000.0,2086427000000.0,702570000000.0,550810000000.0,350180000000.0,1373095000000.0,1875000000.0,1376213000000.0,-2430000000.0,594852000000.0,-106679000000.0,-219176000000.0,226.71,451930000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,39.09,-5.37,-3.06,-11.44 M,-1.25 M,-43.44 M,-43.44 M,-43.44 M,-14.50 M,+59.58 M,+489.72 M,-14497500.0
KBLI,Industrials,Electrical Equipment & Parts,358.0,6.79,0.48,0.08,0.0753,5.19,-47060000000.0,2290000000000.0,56220000000.0,0.0715,0.07,0.22,17.0,0.0475,MAY & AUG,Annual,0.05146755,18.06,3.8,3825574000000.0,2158313000000.0,1460000000000.0,184340000000.0,859176000000.0,1292670000000.0,2985664000000.0,691039000000.0,4130000000000.0,3706745000000.0,419650000000.0,231350000000.0,214960000000.0,813739000000.0,11591000000.0,3011834000000.0,-14479000000.0,24566000000.0,-257875000000.0,171294000000.0,15.98,-22490000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,57.27,10.57,8.57,-6.33 M,-8.01 M,-11.72 M,-59.67 M,-111.88 M,+727.58 M,+759.29 M,+722.33 M,727580400.0
KUAS,Industrials,Building Products & Equipment,99.0,14.2,0.76,0.69,0.054299999999999994,8.85,-25760000000.0,89190000000.0,3580000000.0,0.0715,0.19,0.22,1.5,0.0152,JUN / MAY,Annual,0.019591439999999998,5.18,1.77,308526000000.0,38700000000.0,129280000000.0,39515000000.0,60416000000.0,81590000000.0,187011000000.0,97822000000.0,185450000000.0,129940000000.0,55510000000.0,17320000000.0,9100000000.0,137562000000.0,14117000000.0,170964000000.0,-7077000000.0,28630000000.0,-31031000000.0,2390000000.0,2.45,2870000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,50.95,1.24,1.85,-37.01 M,-37.01 M,-30.31 M,-30.31 M,-41.21 M,+4.89 B,+6.40 B,+51.45 B,4893803400.0
MSJA,Consumer Discretionary,Textile Manufacturing,810.0,50.87,3.16,0.16,0.0691,24.58,-5830000000.0,361280000000.0,54030000000.0,0.0715,0.13,0.22,12.0,0.0148,JUN,Annual,0.005749119999999996,Negatif/Deklinasi,4.34,107170000.0,10290000.0,4700000000000.0,11300000.0,14750000.0,9420000.0,36840000.0,16640000.0,1220000000000.0,55780000.0,224570000000.0,110870000000.0,93620000000.0,24060000.0,1170000.0,83110000.0,-770000.0,1360000.0,690000.0,-6050000.0,8.09,18550000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,71.25,106.47,93.17,-55.15 M,+35.55 M,-133.28 M,-466.09 M,+233.86 M,+10.86 B,+11.70 B,+11.18 B,10856321100.0
PBSA,Industrials,Engineering & Construction,745.0,8.68,2.85,0.0,0.342,6.13,-27670000000.0,535809999999.99994,18350000000.0,0.0715,0.24,0.22,55.0,0.0738,JUN,Annual,0.11645100000000001,24.54,5.27,1471730000000.0,298384000000.0,2160000000000.0002,192320000000.0,687729000000.0,199059000000.0,1236869000000.0,701060000000.0,1820000000000.0,1473990000000.0,341630000000.0,286370000000.0,250200000000.0,713190000000.0,,758540000000.0,-2012000000.0,134500000000.0,-29172000000.0,-185871000000.0,142.34,106830000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,41.78,-18.53,-11.04,+14.16 M,+14.16 M,-3.15 M,-17.67 M,-1.93 M,-149.57 M,+1.55 B,+913.79 M,-149570000.0
SCCO,Industrials,Electrical Equipment & Parts,2600.0,6.42,0.38,,0.0599,2.14,-25440000000.0,2340000000000.0,52740000000.0,0.0715,0.17,0.22,100.0,0.0385,JUN,Annual,0.045212520000000006,19.04,4.93,6215058000000.0,2775421000000.0,2150000000000.0,1164324000000.0,638797000000.0,854445000000.0,2762064000000.0,421201000000.0,7490000000000.0,6833070000000.0,659690000000.0,383700000000.0,335810000000.0,471431000000.0,,5743627000000.0,,215919000000.0,-9601000000.0,-71251000000.0,,190480000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,52.96,94.14,96.05,-1.19 M,-1.19 M,-38.19 M,-90.61 M,-121.89 M,+1.48 B,+1.49 B,+1.50 B,1484260000.0
SKRN,Industrials,Rental & Leasing Services,414.0,16.59,4.82,0.38,0.3059,7.7,-26040000000.0,68680000000.00001,193440000000.0,0.0715,-0.12,0.22,85.0,0.2053,MAY / JUN & NOV,Annual,0.08705914,112.19,3.82,1432472000000.0,172506000000.0,2950000000000.0,92316000000.0,158913000000.0,,379805000000.0,311122000000.0,873800000000.0,600265000000.0,273540000000.00003,172960000000.0,177610000000.0,821380000000.0,1327000000.0,611092000000.0,-21238000000.0,383420000000.0,-6675000000.0,-412391000000.0,8.14,357380000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,58.39,5.27,4.15,0,+1.49 M,+1.49 M,+3.49 M,-7.42 M,+21.49 M,+48.71 M,+155.64 M,21489000.0
TOTL,Industrials,Engineering & Construction,1600.0,10.71,4.46,0.0,0.4375,7.67,-74610000000.0,341640000000.0,32610000000.0,0.0715,0.28,0.22,75.0,0.046900000000000004,MAY,Annual,0.11545625000000001,38.03,2.38,4195416000000.0,913493000000.0,5460000000000.0,864911000000.0,1537547000000.0,61394000000.0,3114069000000.0,2772429000000.0,4280000000000.0005,3538395000000.0,745790000000.0,380180000000.0,509570000000.0,2970729000000.0,,1224688000000.0,,255921000000.0,-64050000000.0,-375100000000.0,,181310000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,67.68,59.12,61.52,0,+289.21 M,+289.21 M,+307.51 M,+198.10 M,+754.28 M,+4.23 B,+3.14 B,754280500.0
UNTR,Materials,Other Industrial Metals & Mining,24700.0,11.57,0.85,0.28,0.07440000000000001,3.77,-10659000000000.0,12430000000000.0,10600000000000.0,0.0715,-0.36,0.22,1663.0,0.0673,MAY & OCT,Semi-Annual,0.016702800000000004,-4.98,2.43,179058512000000.0,82784470000000.0,86280000000000.0,18653672000000.0,21187844000000.0,16184501000000.0,64876616000000.0,52445591000000.0,121060000000000.0,95860150000000.0,25200000000000.0,14620000000000.0,7640000000000.0,77307497000000.0,10243774000000.0,101751015000000.0,-1396278000000.0,18528755000000.0,-20432979000000.0,-5247607000000.0,10.47,7870000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,45.13,220.97,367.85,0,-353.25 M,-7.06 B,-8.21 B,-8.29 B,+3.36 B,+11.98 B,-47.71 B,3363962500.0
CARS,Consumer Discretionary,Auto & Truck Dealerships,119.0,11.25,1.25,0.81,0.13449999999999998,11.38,-34060000000.000004,-57760000000.0,42570000000.0,0.0715,-0.07,0.22,,,-,,,,2.6,3132039000000.0,756393000000.0,1790000000000.0,416889000000.0,720925000000.0,314589000000.0,1580865000000.0,1638626000000.0,4710000000000.0,4033601000000.0,633140000000.0,193630000000.0,158770000000.0,1706848000000.0,8906000000.0,1425191000000.0,-35283000000.0,90432000000.0,1191000000.0,-111410000000.0,5.49,56380000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,75.76,5.09,5.19,0,+68.04 M,+72.40 M,+72.40 M,+72.40 M,+185.74 M,+539.85 M,+523.50 M,185737100.0
GJTL,Consumer Discretionary,Auto Parts,1310.0,2.86,0.41,0.53,0.1532,3.08,-2572570000000.0,3110000000000.0,853880000000.0,0.0715,0.45,0.22,50.0,0.0382,JUN / JUL,Annual,0.1121424,,1.92,23591378000000.0,8800149000000.0,4550000000000.0,859070000000.0,5231647000000.0,2910172000000.0,9792812000000.0,6679245000000.0,18140000000000.0,14312305000000.0,3830000000000.0,2089999999999.9998,1590000000000.0,12583495000000.0,3977045000000.0,11007883000000.0,-369469000000.0,2424903000000.0,-2453154000000.0,22615000000.0,5.65,-147660000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,43.68,1.78,15.08,+10.00 M,-125.33 M,-155.23 M,-106.05 M,-126.16 M,+33.58 M,+5.51 B,+6.42 B,33584500.0
