Ticker,Sector,Industry,Close,PE Ratio,PB Ratio,Debt / Equity Ratio,ROE,EV/EBITDA,Capital Expenditure,Working Capital,Depreciation & Amortization,SUN 10 Year,Beta,Market Risk Premium,Dividend Per Share,Dividend Yield,Dividend Time,Payout Frequency,Expected Dividend Growth,EPS CAGR 5Y (%),Altman Z-Score,Total Assets,Retained Earnings,Market Cap,Cash & Equivalents,Account Receivable,Inventory,Total Current Asset,Total Current Liabilities,Revenue,Cost of Revenue,Gross Profit,EBIT,Net Income,Total Liabilities,Long Term Liabilities,Shareholders Equity,Interest Expense,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Interest Coverage Ratio,Free Cash Flow,Trend (MA),MA200 Status,Sinyal Teknikal,RSI (14),MACD Line,MACD Signal,Flow 1D,Flow 2D,Flow 3D,Flow 4D,Flow 1W,Flow 1M,Flow 3M,Flow 6M,Flow 1M Raw
MAPI,Consumer Discretionary,Department Stores,1500.0,9.99,1.32,0.48,0.1761,4.01,-2070830000000.0,7860000000000.0,1310000000000.0,0.0715,0.29,0.22,10.0,0.0067,JUN,Annual,0.16181829,42.57,3.24,35429427000000.0,12058522000000.0,24820000000000.0,4421056000000.0,732478000000.0,10416221000000.0,20235245000000.0,12377392000000.0,47660000000000.0,28869465000000.0,18790000000000.0,4240000000000.0,2480000000000.0,16688976000000.0,,18740451000000.0,-555826000000.0,6537628000000.0,-2869904000000.0,-2911447000000.0,7.64,4470000000000.0,DOWNTREND,ABOVE MA200,TERKONFIRMASI,56.08,-10.86,-28.97,+14.98 M,-8.79 M,+999.84 M,+1.93 B,+1.90 B,+654.02 M,-712.11 M,+30.42 B,654017000.0
MNCN,Communication Services,Advertising Agencies,169.0,1.95,0.1,0.05,0.0545,2.12,-787090000000.0,9660000000000.0,611800000000.0,0.0715,0.15,0.22,,,JUL,,,-13.22,3.13,25248445000000.0,20580232000000.0,2330000000000.0,812681000000.0,4052652000000.0,4491518000000.0,10934923000000.0,1278505000000.0,7100000000000.0,4120775000000.0,2980000000000.0,1100000000000.0,1200000000000.0,1792966000000.0,280475000000.0,23455479000000.0,-239390000000.0,783992000000.0,-911677000000.0,-265412000000.0,4.62,-3100000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,21.75,-5.35,-2.09,-332.58 M,-1.49 B,-4.41 B,-4.41 B,-4.50 B,-3.97 B,-3.68 B,-3.12 B,-3967243500.0
MPMX,Consumer Discretionary,Auto & Truck Dealerships,1020.0,8.54,0.8,0.01,0.091,3.6,-115290000000.0,1360000000000.0,82200000000.0,0.0715,0.27,0.22,120.0,0.1177,JUN,Annual,-0.038092600000000004,4.69,4.07,7868387000000.0,2352925000000.0,4470000000000.0,1451680000000.0,194524000000.0,416733000000.0,3589191000000.0,2230956000000.0,16070000000000.0,14710189000000.0,1360000000000.0,678000000000.0,525659999999.99994,2301552000000.0,,5566835000000.0,-57005000000.0,797965000000.0,24305000000.0,-732397000000.0,11.89,682680000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,48.61,4.34,7.1,0,-20.75 M,-30.76 M,-1.60 M,+5.65 M,-12.32 M,+119.36 M,-1.56 B,-12320500.0
PANR,Consumer Discretionary,Travel Services,410.0,6.86,0.46,0.16,0.1343,3.33,-5320000000.0,326900000000.0,16879999999.999998,0.0715,0.22,0.22,60.0,0.1463,MAY,Annual,0.06655908,,3.74,1918796000000.0,319368000000.0,566100000000.0,257341000000.0,317067000000.0,906470000.0,892569000000.0,565668000000.0,4099999999999.9995,3677568000000.0,424380000000.0,211110000000.0,82530000000.0,675148000000.0,85120000000.0,1243648000000.0,-14282000000.0,-3840000000.0,8506000000.0,-54735000000.0,14.78,-9160000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,39.51,-3.31,-1.16,+57600,-112800,+52400,+194800,-282400,-1.92 M,-1.29 M,-14.71 M,-1919600.0
RALS,Consumer Discretionary,Department Stores,384.0,9.63,0.68,0.12,0.0693,1.18,-252750000000.0,1900000000000.0,277800000000.0,0.0715,0.39,0.22,60.0,0.1563,MAY,Annual,-0.01933470000000001,9.51,3.69,4531442000000.0,3749312000000.0,2370000000000.0,1121563000000.0,5983000000.0,280312000000.0,2452303000000.0,557005000000.0,2180000000000.0002,1112086000000.0,1060000000000.0,170980000000.0,239830000000.0,1063959000000.0,,3467483000000.0,-28481000000.0,610365000000.0,-95981000000.0,-388107000000.0,6.0,357610000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,46.67,1.13,1.74,-2.57 M,-2.57 M,-2.57 M,-2.57 M,-13.36 M,+11.55 M,+34.74 M,-1.74 B,11553200.0
SCMA,Communication Services,Broadcasting,178.0,11.71,1.56,0.1,0.1356,7.78,-127860000000.0,4010000000000.0,268220000000.00003,0.0715,0.19,0.22,21.0,0.11800000000000001,JUN & NOV,Semi-Annual,-0.04762271999999999,-6.13,5.96,10415522000000.0,5702702000000.0,11560000000000.0,1104004000000.0,2021596000000.0,1312961000000.0,6774495000000.0,2768356000000.0,7110000000000.0,4242135000000.0,2870000000000.0,1200000000000.0,986750000000.0,3018599000000.0,,7396923000000.0,-14766000000.0,1288050000000.0,-1038466000000.0,-612670000000.0,81.04,1160000000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,26.05,-5.37,-2.89,-234.64 M,-515.71 M,-5.78 B,-5.75 B,-5.75 B,-6.72 B,-5.37 B,-2.18 B,-6722911400.0
SMSM,Consumer Discretionary,Auto Parts,1680.0,8.55,2.16,0.04,0.2883,5.0,-221690000000.0,3330000000000.0,246690000000.0,0.0715,0.09,0.22,140.0,0.0833,MAY & AUG,Quarterly,0.1432851,11.58,8.7,5716543000000.0,3721756000000.0,9790000000000.0,1239077000000.0,1194669000000.0,1622458000000.0,4314777000000.0,982612000000.0,5430000000000.0,3393176000000.0,2040000000000.0,1540000000000.0,1140000000000.0,1188811000000.0,43058000000.0,4527732000000.0,-14038000000.0,1086143000000.0,-181892000000.0,-728387000000.0,109.55,864450000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,35.38,-7.04,-1.23,-47.72 M,-124.97 M,-87.30 M,-99.69 M,-137.90 M,-79.99 M,-169.00 M,-565.12 M,-79993500.0
SPTO,Consumer Discretionary,"Furnishings, Fixtures & Appliances",605.0,6.34,0.67,0.08,0.1184,5.72,-76210000000.0,695650000000.0,64069999999.99999,0.0715,-0.14,0.22,70.0,0.1157,JUN & NOV,Semi-Annual,0.031518080000000004,5.5,2.87,3363145000000.0,740035000000.0,1630000000000.0,213260000000.0,561430000000.0,590739000000.0,1397402000000.0,701750000000.0,2830000000000.0,2028445000000.0,799120000000.0,338180000000.0,257550000000.0,911771000000.0,90971000000.0,2451375000000.0,-17047000000.0,383612000000.0,-58148000000.0,-266940000000.0,19.84,307400000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,47.44,-0.28,1.65,0,+2.49 M,-175000,-2.06 M,+309000,-30.29 M,+10.78 M,-350.76 M,-30294000.0
TOTO,Industrials,Building Products & Equipment,242.0,9.25,0.99,0.08,0.1074,5.39,-96970000000.0,1270000000000.0,93460000000.0,0.0715,-0.03,0.22,23.0,0.095,JUN & NOV,Semi-Annual,-0.023198399999999997,11.49,4.21,3385253000000.0,2264539000000.0,2500000000000.0,213486000000.0,479431000000.0,862696000000.0,1592918000000.0,324750000000.0,2180000000000.0002,1654833000000.0,525090000000.00006,303520000000.0,270029999999.99997,862950000000.0,39793000000.0,2522303000000.0,-15303000000.0,233110000000.0,-73035000000.0,-326104000000.0,19.83,136139999999.99998,UPTREND,BELOW MA200,TERKONFIRMASI,60.06,1.51,1.28,0,0,+2.46 M,+1.37 M,+1.37 M,+6.77 M,-37.22 M,-174.65 M,6770200.0
DVLA,Healthcare,Drug Manufacturers - Specialty & Generic,1580.0,12.95,1.18,0.0,0.091,5.24,-107240000000.0,1030000000000.0,73210000000.0,0.0715,-0.09,0.22,105.0,0.0665,JUN & OCT / NOV,Semi-Annual,0.010201099999999998,-1.44,3.25,2606431000000.0,1230300000000.0,1760000000000.0,471021000000.0,835956000000.0,542952000000.0,1927123000000.0,894814000000.0,2350000000000.0,1131801000000.0,1220000000000.0,173570000000.0,136229999999.99998,1106348000000.0,,1500083000000.0,-16670000.000000002,222642000000.0,-100990000000.0,-121282000000.0,10411.46,115400000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,43.7,0.14,2.71,+20500,-172500,-172500,-451000,-451000,+686500,+1.16 M,+4.78 M,686500.0
EPMT,Healthcare,Medical Distribution,2630.0,8.58,0.86,0.02,0.1054,5.19,-228810000000.0,6510000000000.0,180230000000.0,0.0715,-0.0,0.22,179.0,0.0681,MAY / JUN,,,-0.42,4.68,14269725000000.0,7889081000000.0,7120000000000.0,442589000000.0,5757128000000.0,5229456000000.0,12329514000000.0,5820547000000.0,35180000000000.0,31730816000000.0,3440000000000.0,1130000000000.0,830060000000.0,5966552000000.0,168900000.0,8303174000000.0,-13194000000.0,449271000000.0,-279559000000.0,-264045000000.0,85.35,220460000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,69.31,72.47,53.38,0,-1.12 M,-200000,-200000,+1.10 M,+149.75 M,+178.20 M,+163.11 M,149755000.0
HEAL,Healthcare,Medical Care Facilities,645.0,25.25,1.41,0.51,0.0728,8.21,-1552090000000.0,474400000000.0,833660000000.0,0.0715,-0.2,0.22,10.5,0.0163,JUN,Annual,0.03514056,-17.24,3.87,11992249000000.0,3177778000000.0,9990000000000.0,571787000000.0,1404235000000.0,130692000000.0,2224782000000.0,1750386000000.0,7350000000000.0,5044229000000.0,2310000000000.0,935660000000.0,397880000000.0,4895163000000.0,3022704000000.0,7097086000000.0,-230521000000.0,1208342000000.0,-1690342000000.0,-361440000000.0,4.06,-343750000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,33.1,-20.98,-23.26,-55.91 M,-91.03 M,-705.25 M,-667.53 M,-667.53 M,-1.38 B,-6.10 B,-11.79 B,-1378766500.0
KLBF,Healthcare,Drug Manufacturers - General,735.0,9.43,1.32,0.03,0.1477,6.07,-830890000000.0,14330000000000.0,426280000000.0,0.0715,-0.07,0.22,20.0,0.027200000000000002,JUN,Annual,0.11067161,3.21,7.45,33078098000000.0,26357160000000.0,33939999999999.996,4831831000000.0,6582713000000.0,7923721000000.0,20983437000000.0,6654567000000.0,37720000000000.0,23626879000000.0,14100000000000.0,4620000000000.0,3610000000000.0,7314030000000.0,155334000000.0,25764068000000.0,-26852000000.0,3224025000000.0,-1105823000000.0,-1164146000000.0,171.99,2390000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,40.66,-7.16,-3.75,-270.86 M,-533.53 M,-1.38 B,-363.88 M,-1.03 B,-1.09 B,+16.23 B,+14.76 B,-1090058000.0
MARK,Healthcare,Medical Instruments & Supplies,1125.0,12.76,4.8,0.0,0.37979999999999997,9.7,-33799999999.999996,374750000000.0,32420000000.0,0.0715,0.24,0.22,90.0,0.08,MAY & AUG,Semi-Annual,-0.006190739999999992,-3.02,16.95,1024525000000.0,738297000000.0,4290000000000.0,43210000000.0,203547000000.0,216499000000.0,491881000000.0,117126000000.0,1030000000000.0,543451000000.0,485250000000.0,406460000000.0,336510000000.0,129890000000.0,,894635000000.0,-1115000000.0,329822000000.0,-43797000000.0,-389299000000.0,364.6,296020000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,52.75,25.69,22.65,-84.81 M,-794.08 M,-1.73 B,-975.54 M,-666.38 M,+1.12 B,+5.68 B,+15.08 B,1120765000.0
MIKA,Healthcare,Medical Care Facilities,1745.0,17.16,2.92,0.0,0.18960000000000002,10.45,-1211450000000.0,2550000000000.0,352280000000.0,0.0715,-0.1,0.22,43.0,0.0246,MAY,Annual,0.10913376000000001,3.35,13.43,9983144000000.0,6592390000000.0,24170000000000.0,2852487000000.0,765560000000.0,63310000000.0,3973599000000.0,1426924000000.0,5570000000000.0,2621641000000.0,2950000000000.0,1760000000000.0,1410000000000.0,1716946000000.0,7797000000.0,8266198000000.0,-17736000000.0,2079519000000.0,-819494000000.0,-648862000000.0,99.42,868070000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,40.05,-17.32,3.56,+2.18 M,+17.94 M,-411.10 M,-509.66 M,-526.03 M,-16.63 M,+657.82 M,-3.53 B,-16633500.0
PRDA,Healthcare,Diagnostics & Research,2810.0,11.77,1.07,0.01,0.0922,4.27,-83900000000.0,809010000000.0,108940000000.0,0.0715,0.04,0.22,162.68,0.0579,MAY / APR,Annual,0.03227922000000001,-18.32,6.85,2642712000000.0,1224329000000.0,2510000000000.0,542734000000.0,204706000000.0,48130000000.0,994798000000.0,185789000000.0,2370000000000.0,999317000000.0,1370000000000.0,247660000000.0,214690000000.0,301000000000.0,665000000.0,2341712000000.0,-1788000000.0,454972000000.0,-283663000000.0,-220241000000.0,138.51,371080000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,65.84,86.36,91.95,-3.47 M,+2.56 M,-38.29 M,+1.18 M,+6.04 M,+136.24 M,-231.94 M,-117.11 M,136240000.0
SIDO,Consumer Staples,Packaged Foods,354.0,10.92,3.5,0.0,0.304,7.56,-62050000000.0,1390000000000.0,127050000000.0,0.0715,0.01,0.22,37.0,0.1045,MAY & NOV,Semi-Annual,-0.04003679999999998,-5.06,37.54,3260699000000.0,1142984000000.0,10480000000000.0,475644000000.0,539501000000.0,555860000000.0,1604795000000.0,213316000000.0,3720000000000.0,1652742000000.0,2060000000000.0,1200000000000.0,962390000000.0,265525000000.0,,2995174000000.0,-1407000000.0,1205337000000.0,-64091000000.0,-1274072000000.0,850.46,1140000000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,49.74,-1.26,-2.09,-16.49 M,+91.57 M,+130.36 M,+177.53 M,+106.48 M,+108.19 M,-1.41 B,-10.39 B,108195000.0
SILO,Healthcare,Medical Care Facilities,2060.0,21.64,2.54,0.23,0.1311,9.13,-1851560000000.0,-1386930000000.0,542130000000.0,0.0715,-0.06,0.22,,,MAY,,,12.81,5.02,15832534000000.0,4475050000000.0,26760000000000.0,1226974000000.0,1929087000000.0,208570000000.0,3596776000000.0,4983701000000.0,13510000000000.0,8472485000000.0,5030000000000.0,1870000000000.0,1240000000000.0,5289391000000.0,,10543143000000.0,-116722000000.0,2474830000000.0,-1848574000000.0,-621412000000.0,16.04,623270000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,44.41,-54.25,-50.39,0,+404.54 M,-2.77 M,-18.21 M,-15.36 M,-204.88 M,+145.51 M,-535.29 M,-204883000.0
TSPC,Industrials,Conglomerates,2720.0,8.38,1.21,0.12,0.1539,4.07,-538090000000.00006,6580000000000.0,296800000000.0,0.0715,0.13,0.22,150.0,0.0552,JUN & NOV,Semi-Annual,0.11154672,12.38,4.62,14198435000000.0,9112118000000.0,12400000000000.0,5367042000000.0,1438217000000.0,2457474000000.0,10029082000000.0,3447912000000.0,14520000000000.0,9021779000000.0,5490000000000.0,1780000000000.0,1480000000000.0,3981331000000.0,,10217104000000.0,-63008000000.0,1784671000000.0,-653494000000.0,-440708000000.0,28.19,1250000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,44.57,5.3,8.55,-14.13 M,-18.69 M,-27.34 M,-12.53 M,-3.67 M,+17.03 M,+172.28 M,+118.39 M,17029000.0
ADMF,Financials,Credit Services,8725.0,5.81,0.7,1.26,0.1376,,-75040000000.0,29690000000000.0,137830000000.0,0.0715,0.21,0.22,630.0,0.0722,MAY,Annual,0.080152,4.46,,38617652000000.0,12577906000000.0,10760000000000.0,1391600000000.0,,,,,7950000000000.0,,7820000000000.0,,1850000000000.0,23146170000000.0,13982585000000.0,15471482000000.0,,1076566000000.0,282788000000.0,-1490085000000.0,,1000000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,55.28,38.05,46.64,-475000,+5.15 M,+5.41 M,+3.87 M,+3.87 M,-700000,+145.28 M,+453.93 M,-700000.0
AMAG,Financials,Insurance - Property & Casualty,388.0,10.13,0.89,,0.0959,8.19,,-58760000000.0,,0.0715,-0.18,0.22,40.0,0.10310000000000001,MAY,Annual,,4.92,,6309410000000.0,995093000000.0,1910000000000.0,250267000000.0,,,,,3110000000000.0,,545080000000.00006,191770000000.0,188550000000.0,4172238000000.0,,2137172000000.0,,96719000000.0,41559000000.0,-199790000000.0,,38700000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,48.29,-0.55,-0.38,+7200,+7200,-368200,-368200,-368200,+44000,+14.45 M,-19.35 M,44000.0
ASDM,Financials,Insurance - Diversified,505.0,9.88,0.55,0.01,0.0537,6.49,-6670000000.0,761080000000.0,,0.0715,0.06,0.22,32.0,0.0634,JUL,Annual,0.002695739999999995,-0.05,,1175212000000.0,306200000000.0,199680000000.0,11633000000.0,,,,,331320000000.0,,148950000000.0,21250000000.0,20210000000.0,813894000000.0,,361317000000.0,-542420000.0,9144000000.0,11830000000.0,-22576000000.0,39.18,2470000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,41.26,0.18,0.88,-303000,-280000,-280000,-306000,-306000,+501500,-2.77 M,-74.88 M,501500.0
BBCA,Financials,Banks - Regional,6250.0,13.19,2.83,0.19,0.2182,,-2438360000000.0,-1189322590000000.0,,0.0715,-0.04,0.22,336.0,0.0538,MAR & DEC,Quarterly,0.0420035,13.1,,1660579336000000.0,255755942000000.0,764690000000000.0,50668055000000.0,,,,,109300000000000.0,,107060000000000.0,,58060000000000.0,1389911590000000.0,460834000000.0,270667746000000.0,,-21951307000000.0,-81091981000000.0,92689041000000.0,,-24389660000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,42.13,-31.28,12.02,+1.21 B,-4.03 B,-12.87 B,-11.32 B,-16.73 B,-18.14 B,-62.95 B,-52.57 B,-18139270000.0
BBKP,Financials,Banks - Regional,50.0,,1.17,3.44,-0.026699999999999998,,-338600000000.0,-36691650000000.0,,0.0715,0.57,0.22,,,-,,,,,86588323000000.0,-20967598000000.0,9390000000000.0,4796923000000.0,,,,,796990000000.0,,598130000000.0,,-275490000000.0,78543522000000.0,20900851000000.0,8044801000000.0,,-2298712000000.0,701471000000.0,2188305000000.0,,-2637310000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,30.95,-1.12,-0.72,0,0,-146.91 M,-87.62 M,-186.12 M,-725.38 M,-749.53 M,-1.21 B,-725375500.0
BBNI,Financials,Banks - Regional,3570.0,6.52,0.8,0.72,0.1245,,-2954440000000.0,-923114970000000.0,,0.0715,0.2,0.22,374.06,0.1048,MAR,Annual,0.0461646,13.66,,1461001157000000.0,121306386000000.0,134449999999999.98,130455450000000.0,,,,,51940000000000.0,,51200000000000.0,,20700000000000.0,1292770492000000.0,79649108000000.0,168230665000000.0,,-183629706000000.0,-12385237000000.0,219376441000000.0,,-186584150000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,37.96,-5.6,33.63,-1.06 B,-1.79 B,-5.87 B,-5.63 B,-6.04 B,+9.79 B,+43.57 B,+48.76 B,9794762000.0
BBRI,Financials,Banks - Regional,3240.0,8.12,1.51,1.04,0.18989999999999999,,-3805630000000.0,-1645334750000000.0,,0.0715,0.18,0.22,346.0,0.10679999999999999,MAR,Semi-Annual,0.027421559999999994,11.31,,2352380589000000.0,221570653000000.0,497260000000000.0,106437298000000.0,,,,,146840000000000.0,,144500000000000.0,,61240000000000.0,2023705711000000.0,52705629000000.0,328674878000000.0,,-91542500000000.0,-42294829000000.0,100117461000000.0,,-95348130000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,48.0,43.04,65.25,-7.13 B,-8.16 B,-13.01 B,-13.01 B,-11.83 B,+63.12 B,+182.59 B,+51.30 B,63116269000.0
BBTN,Financials,Banks - Regional,1130.0,3.88,0.43,1.8,0.1174,,-1853420000000.0,-347809280000000.0,,0.0715,0.36,0.22,53.57,0.047400000000000005,MAR,,,6.45,,545161326000000.0,24297606000000.0,16210000000000.0,6725199000000.0,,,,,17540000000000.0,,16110000000000.0,,4200000000000.0,507603540000000.0,61162735000000.0,37557786000000.0,,-44024000000000.0,-14991342000000.0,55787642000000.0,,-45877420000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,33.29,-17.54,-8.13,-253.26 M,-349.57 M,-349.57 M,-349.57 M,-598.91 M,-964.15 M,+3.43 B,+15.34 B,-964146000.0
BDMN,Financials,Banks - Regional,4440.0,9.53,0.71,0.66,0.0874,,-552310000000.0,-187372420000000.0,,0.0715,0.68,0.22,142.19,0.032,APR,Annual,0.06613558000000001,23.76,,301303963000000.0,40931887000000.0,43490000000000.0,12853589000000.0,,,,,20000000000000.0,,20000000000000.0,,4560000000000.0,239897198000000.0,11159078000000.0,61406765000000.0,,-20193069000000.0,-5351266000000.0,29449152000000.0,,-20745380000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,55.31,47.4,54.58,-5.74 M,+54.59 M,-51.80 M,-19.92 M,-25.35 M,+1.79 B,+4.16 B,+118.75 B,1786641000.0
BFIN,Financials,Credit Services,945.0,8.83,1.28,1.18,0.1536,,-124760000000.0,16059999999999.998,143780000000.0,0.0715,0.4,0.22,70.0,0.0741,MAY & NOV,Semi-Annual,0.057077759999999984,7.31,,25060166000000.0,10289457000000.0,14010000000000.0,1392586000000.0,,,,,4570000000000.0,,4490000000000.0,,1650000000000.0,14114905000000.0,5749442000000.0,10945261000000.0,,2474911000000.0,-127663000000.0,-2208811000000.0,,2350000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,49.44,19.73,28.84,-50.38 M,-185.84 M,-1.15 B,-1.11 B,-1.11 B,+5.86 B,+16.68 B,+42.75 B,5862146000.0
BMRI,Financials,Banks - Regional,4190.0,6.29,1.34,1.2,0.2238,,-4817010000000.0,-1606481170000000.0,,0.0715,-0.06,0.22,476.96,0.11380000000000001,MAR,Semi-Annual,0.06391728000000002,17.3,,2527568193000000.0,217223936000000.0,392000000000000.0,108174975000000.0,,,,,143510000000000.0,,140950000000000.0,,62250000000000.0,2234544953000000.0,161718820000000.0,293023240000000.0,,-292997791000000.0,6080017000000.0,301980901000000.0,,-297814800000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,43.12,6.15,31.51,-784.11 M,-5.27 B,-22.03 B,-12.07 B,-23.34 B,+13.23 B,-14.20 B,-164.77 B,13233172000.0
BRIS,Financials,Banks - Regional,1585.0,9.13,1.43,0.07,0.16149999999999998,,-2187320000000.0002,-11501600000000.0,,0.0715,0.13,0.22,22.78,0.0144,MAY,Annual,0.13087959999999998,18.63,,464507837000000.0,31208799000000.0,72880000000000.0,21435451000000.0,,,,,25320000000000.0,,25320000000000.0,,7980000000000.0,413467216000000.0,1071488000000.0,51040621000000.0,,4693782000000.0,8969620000000.0,-1396627000000.0,,2510000000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,22.54,-48.56,-29.0,+51.10 M,-739.49 M,-1.87 B,-2.50 B,-3.80 B,-5.04 B,+3.90 B,+14.35 B,-5040711000.0
DNAR,Financials,Banks - Regional,129.0,9.79,0.55,0.1,0.058600000000000006,,-4560000000.0,-9253390000000.0,,0.0715,0.05,0.22,,,-,,,55.47,,14381163000000.0,558342000000.0,2160000000000.0002,268873000000.0,,,,,594970000000.0,,567420000000.0,,223010000000.0,10471449000000.0,,3909715000000.0,,-1660736000000.0,-480402000000.0,1813266000000.0,,-1665290000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,48.18,1.12,2.08,0,-1.09 M,-1.09 M,-1.09 M,-1.09 M,+16.84 M,+211.15 M,+290.37 M,16836000.0
NISP,Financials,Banks - Regional,1255.0,5.54,0.65,0.73,0.1222,,-226650000000.0,-250466550000000.0,,0.0715,0.05,0.22,45.0,0.0359,APR,Annual,0.09804106,15.69,,329494447000000.0,35317512000000.0,28910000000000.0,6397479000000.0,,,,,12680000000000.0,,12680000000000.0,,5220000000000.0,285121210000000.0,178800000000.0,44373237000000.0,,-4609130000000.0,-27069408000000.0,20813560000000.0,,-4835780000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,47.73,3.43,3.85,-18.16 M,-68.78 M,-21.79 M,-21.79 M,-73.42 M,+144.91 M,+444.91 M,-4.39 B,144908000.0
PANS,Financials,Capital Markets,1640.0,6.83,0.79,0.03,0.12140000000000001,,-10490000000.0,1450000000000.0,,0.0715,0.02,0.22,250.0,0.1524,JUL,Annual,0.04604702,2.63,,2203108000000.0,1342853000000.0,1170000000000.0,14758000000.0,945160000000.0,,,,471560000000.0,,437230000000.0,,171930000000.0,722128000000.0,,1480979000000.0,,75858000000.0,-9746000000.0,-95714000000.0,,65370000000.00001,UPTREND,ABOVE MA200,TERKONFIRMASI,59.52,20.24,19.89,-334000,-1.14 M,-1.14 M,-372500,+832500,+19.87 M,-651.36 M,-501.27 M,19869500.0
BBYB,Financials,Banks - Regional,224.0,5.12,0.68,0.05,0.1407,,-24450000000.0,-9108940000000.0,,0.0715,0.9,0.22,,,-,,,,,17453519000000.0,-1413403000000.0,2990000000000.0,1272921000000.0,,,,,1450000000000.0,,1450000000000.0,,584490000000.0,13034025000000.0,,4419494000000.0,,3331483000000.0,-977632000000.0,-1117752000000.0,,3310000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,33.02,-6.14,-1.51,0,-181.00 M,-3.71 B,-3.66 B,-3.74 B,-557.19 M,+4.64 B,+5.69 B,-557188400.0
SRTG,Financials,Asset Management,1775.0,7.3,0.45,0.02,0.0634,,-26780000000.0,53330000000000.0,5280000000.0,0.0715,0.29,0.22,103.3,0.0582,MAY,Annual,0.0330631,,6.2,57540414000000.0,47930317000000.0,24390000000000.0,1628593000000.0,1065000000.0,,53354200000000.0,28069000000.0,4410000000000.0,,4410000000000.0,4160000000000.0,3340000000000.0,3842183000000.0,1148188000000.0,53698231000000.0,-103056000000.0,2371042000000.0,-26775000000.0,-2734387000000.0,40.41,2340000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,45.05,-3.94,4.68,-17.05 M,-124.59 M,+125.65 M,+125.65 M,+77.57 M,-1.34 B,+2.59 B,+1.51 B,-1336532500.0
BKSL,Real Estate,Real Estate - Development,67.0,12.59,0.71,0.18,0.057800000000000004,12.33,-59440000000.0,2750000000000.0,26780000000.0,0.0715,-0.15,0.22,,,-,,,,2.79,21820632000000.0,1869218000000.0,11400000000000.0,234835000000.0,421269000000.0,2458736000000.0,5221257000000.0,2466982000000.0,3020000000000.0,1363137000000.0,1650000000000.0,1190000000000.0,905550000000.0,5739647000000.0,2163060000000.0,16080985000000.0,-252665000000.0,81315000000.0,-65211000000.0,61366000000.0,4.7,21870000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,35.56,-1.41,-0.61,-46.83 M,-126.08 M,+24.80 M,+24.80 M,-45.90 M,-591.22 M,+12.36 B,+4.02 B,-591224300.0
BSDE,Real Estate,Real Estate - Development,575.0,6.69,0.23,0.35,0.0415,6.76,-53270000000.0,23790000000000.0,826590000000.0,0.0715,0.12,0.22,,,-,,,6.65,1.57,81942881000000.0,34311600000000.0,12440000000000.0,8457918000000.0,148907000000.0,19554891000000.0,33093713000000.0,9307171000000.0,11150000000000.0,4165559000000.0,6980000000000.0,3100000000000.0,1860000000000.0,28788877000000.0,16541623000000.0,53154003000000.0,-1560457000000.0,-1307120000000.0,-5431992000000.0,6236916000000.0,1.99,-1360390000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,33.39,-2.91,7.09,-786.34 M,-1.50 B,-8.24 B,-8.21 B,-8.24 B,-8.06 B,-1.32 B,-9.47 B,-8055510000.0
